["MODEL": Code,DisplayName,Description]
CHIM07;CHIM07;Descr of: CHIM07
CHIM50;CHIM50;Descr of: CHIM50
EMEP07;EMEP07;Descr of: EMEP07
EMEP14;EMEP14;Descr of: EMEP14
EMEP28;EMEP28;Descr of: EMEP28
EMEP56;EMEP56;Descr of: EMEP56
