["OBSERVED": Code,Name,DisplayName,ShortName,XGeoLocation,YGeoLocation,Country,CountryGMT,HeightAboveSea,Parameters,Description]
10000;Castagamneto_PO_EDIPOWER;Castagamneto_PO_EDIPOWER;CEPW;7.88472;45.1633;Italy;GMT+1;470.000;Descr of: Castagamneto_PO_EDIPOWER;NO2*NO*NOx*SO2*O3*PM10*PM25*
100106;Torino_lingotto;Torino_lingotto;TOLI;7.64888;45.0267;Italy;GMT+1;220.000;Descr of: Torino_lingotto;NO2*NO*NOx*O3*PM10*PM25*
100114;Borgaro;Borgaro;BORG;7.65805;45.1564;Italy;GMT+1;257.000;Descr of: Borgaro;NO2*NO*NOx*O3*PM10*
100122;DruentoMandria;DruentoMandria;DRUE;7.55999;45.1775;Italy;GMT+1;337.000;Descr of: DruentoMandria;NO2*NO*NOx*O3*PM10*
100601;ALESSANDRIA_Nuova_orti;ALESSANDRIA_Nuova_orti;ALNU;8.61722;44.9247;Italy;GMT+1;95.0000;Descr of: ALESSANDRIA_Nuova_orti;NO2*NO*NOx*O3*PM10*
100603;ALESSANDRIA_Liberta;ALESSANDRIA_Liberta;ALLI;8.61667;44.9150;Italy;GMT+1;95.0000;Descr of: ALESSANDRIA_Liberta;NO2*NO*NOx*SO2*PM10*
10402;CUNEO_Alpini;CUNEO_Alpini;CUNE;7.53805;44.3836;Italy;GMT+1;390.000;Descr of: CUNEO_Alpini;NO2*NO*NOx*SO2*O3*PM10*
10407;Alba;Alba;ALBA;8.03305;44.7056;Italy;GMT+1;164.000;Descr of: Alba;NO2*NO*NOx*SO2*O3*PM10*
10501;ASTI_DACQUISTO;ASTI_DACQUISTO;ASTI;8.20527;44.9108;Italy;GMT+1;149.000;Descr of: ASTI_DACQUISTO;NO2*NO*NOx*SO2*O3*PM10*
10502;Buttiglieradasti;Buttiglieradasti;BUTT;7.94083;45.0195;Italy;GMT+1;280.000;Descr of: Buttiglieradasti;NO2*NO*NOx*O3*PM10*PM25*
10601;AcquiTerme;AcquiTerme;ACQU;8.46083;44.6806;Italy;GMT+1;0.000000;Descr of: AcquiTerme;NO2*NO*NOx*O3*
109602;BIELLA_Sturzo;BIELLA_Sturzo;BIEL;8.05638;45.5606;Italy;GMT+1;401.000;Descr of: BIELLA_Sturzo;NO2*NO*NOx*O3*PM10*
109603;COSSATO;COSSATO;COSS;8.18750;45.5709;Italy;GMT+1;273.000;Descr of: COSSATO;NO2*NO*NOx*O3*PM10*
109604;PONZONE_Mercato;PONZONE_Mercato;PONZ;8.18861;45.6553;Italy;GMT+1;485.000;Descr of: PONZONE_Mercato;NO2*NO*NOx*O3*PM10*
109605;VERRONE_Zumaglini;VERRONE_Zumaglini;VERR;8.12138;45.5097;Italy;GMT+1;278.000;Descr of: VERRONE_Zumaglini;NO2*NO*NOx*O3*PM10*
402201;Borgo_Valsugana;Borgo_Valsugana;VALS;11.4545;46.0531;Italy;GMT+1;380.000;Descr of: Borgo_Valsugana;NO2*NO*NOx*O3*PM10*
402204;Riva_del_Garda;Riva_del_Garda;RIVA;10.8458;45.8925;Italy;GMT+1;73.0000;Descr of: Riva_del_Garda;NO2*NO*NOx*O3*PM10*
402206;Rovereto_LargoPosta;Rovereto_LargoPosta;ROVE;11.0414;45.8928;Italy;GMT+1;200.000;Descr of: Rovereto_LargoPosta;NO2*NO*NOx*SO2*O3*PM10*
402207;Trento_Gardolo;Trento_Gardolo;TRGA;11.1106;46.1070;Italy;GMT+1;196.000;Descr of: Trento_Gardolo;NO2*NO*NOx*O3*PM10*
402210;Trento_ViaVeneto;Trento_ViaVeneto;TRVV;11.1225;46.0597;Italy;GMT+1;198.000;Descr of: Trento_ViaVeneto;NO2*NO*NOx*PM10*
502305;Verona_Cason;Verona_Cason;VRCA;10.9122;45.4645;Italy;GMT+1;91.0000;Descr of: Verona_Cason;NO2*NO*NOx*O3*PM10*
502401;Bassano;Bassano;BASS;11.7367;45.7628;Italy;GMT+1;114.000;Descr of: Bassano;NO2*NO*NOx*O3*
502404;Schio;Schio;SCHI;11.3686;45.7164;Italy;GMT+1;190.000;Descr of: Schio;NO2*NO*NOx*SO2*O3*PM10*
502409;VICENZA_Quartiere_Italia;VICENZA_Quartiere_Italia;VIQU;11.5397;45.5625;Italy;GMT+1;36.0000;Descr of: VICENZA_Quartiere_Italia;NO2*NO*NOx*PM10*
502604;Conegliano;Conegliano;CONE;12.3081;45.8925;Italy;GMT+1;72.0000;Descr of: Conegliano;NO2*NO*NOx*SO2*O3*PM10*
502608;Treviso_viaLancieri;Treviso_viaLancieri;TRVL;12.2386;45.6745;Italy;GMT+1;115.000;Descr of: Treviso_viaLancieri;NO2*NO*NOx*SO2*O3*PM10*PM25*
502717;Venezia_Sacca_Fisola;Venezia_Sacca_Fisola;VESF;12.3139;45.4314;Italy;GMT+1;1.00000;Descr of: Venezia_Sacca_Fisola;NO2*NO*NOx*SO2*O3*PM10*
502803;Moncelice;Moncelice;MONS;11.8420;45.3739;Italy;GMT+1;10.0000;Descr of: Moncelice;NO2*NO*NOx*SO2*O3*PM10*
502902;Rovigo_Borsea;Rovigo_Borsea;ROVI;11.7911;45.0417;Italy;GMT+1;3.00000;Descr of: Rovigo_Borsea;NO2*NO*NOx*SO2*O3*PM10*
502906;Castelnovo_Bariano;Castelnovo_Bariano;CASB;11.2922;45.0320;Italy;GMT+1;12.0000;Descr of: Castelnovo_Bariano;NO2*NO*NOx*SO2*PM10*
